"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","extraStatement","characterName","habitual","n_instances","time_period","rt","response","condition"
118,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Jessica learned a new trick to distract shopkeepers.","Jessica","steals chewing gum",3,"5 years",7454,"disagree-key","enabling"
118,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Derrick wanted a smoke and bought a pack of cigarettes.","Derrick","smokes cigarettes",3,"month",8880,"agree-key","enabling"
118,"entertainment","truthJudge","watched space launches","female",NA,"","Alicia","watches space launches",3,"2 years",4165,"agree-key","baseline"
118,"hobby","truthJudge","climbed mountains","male",NA,"Yesterday, William turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","William","climbs mountains",3,"5 years",9457,"disagree-key","preventative"
118,"food","truthJudge","drank beer","male",NA,"","Greg","drinks beer",3,"month",4155,"agree-key","baseline"
118,"hobby","truthJudge","played the banjo","female",NA,"","Kristina","plays the banjo",3,"year",3705,"agree-key","baseline"
118,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Tim learned about all the corruption in professional sports and no longer can watch it.","Tim","watches professional football",3,"year",10992,"disagree-key","preventative"
118,"hobby","truthJudge","ran","male",NA,"Yesterday, Doug was in a car accident and became permanently paralyzed from the waist down.","Doug","runs",3,"2 months",6615,"disagree-key","preventative"
118,"employment","truthJudge","stole a car","male",NA,"Yesterday, Jacob learned a new technique for breaking into cars.","Jacob","steals cars",3,"5 years",5404,"agree-key","enabling"
118,"food","truthJudge","did cocaine","male",NA,"","George","does cocaine",3,"year",3376,"agree-key","baseline"
118,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Theresa became fed up with the literary world and decided to never write anything again.","Theresa","writes novels",3,"5 years",4911,"disagree-key","preventative"
118,"food","truthJudge","ate caviar","female",NA,"Yesterday, Shannon developed a seafood allergy.","Shannon","eats caviar",3,"5 years",6664,"disagree-key","preventative"
118,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, John researched a new political candidate in the area and is going to volunteer with them.","John","volunteers for political campaigns",3,"5 years",8014,"agree-key","enabling"
118,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"","Kim","volunteers for soup kitchens",3,"5 years",4598,"agree-key","baseline"
118,"food","truthJudge","drank coffee","male",NA,"Yesterday, Anthony developed a caffeine allergy and decided to give up all caffeine.","Anthony","drinks coffee",3,"month",4452,"disagree-key","preventative"
118,"hobby","truthJudge","hiked","female",NA,"Yesterday, Nicole remembered how much fun those times were and bought a lot of new hiking gear.","Nicole","hikes",3,"year",7101,"agree-key","enabling"
118,"employment","truthJudge","wrote a poem","male",NA,"","Stephen","writes poems",3,"year",3089,"agree-key","baseline"
119,"food","truthJudge","drank beer","female",NA,"","Kristina","drinks beer",3,"month",9639,"agree-key","baseline"
119,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Eric remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Eric","watches space launches",3,"2 years",20435,"agree-key","enabling"
119,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Vince grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Vince","volunteers for soup kitchens",3,"5 years",15012,"disagree-key","preventative"
119,"employment","truthJudge","stole a car","female",NA,"Yesterday, Michelle got caught and went through a radical transformation, vowing to never break the law again.","Michelle","steals cars",3,"5 years",17813,"disagree-key","preventative"
119,"food","truthJudge","drank coffee","male",NA,"","Tim","drinks coffee",3,"month",9380,"agree-key","baseline"
119,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Lucas got a high paying job on Wall Street.","Lucas","wears a suit",3,"month",7637,"agree-key","enabling"
119,"hobby","truthJudge","ran","male",NA,"Yesterday, Lee was in a car accident and became permanently paralyzed from the waist down.","Lee","runs",3,"2 months",14773,"disagree-key","preventative"
119,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Kim became fed up with the poetry world and decided to never write poems again.","Kim","writes poems",3,"year",11188,"disagree-key","preventative"
119,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Ted wanted a smoke and bought a pack of cigarettes.","Ted","smokes cigarettes",3,"month",10436,"agree-key","enabling"
119,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Stephen remembered how much fun that was and bought a new tennis racket.","Stephen","plays tennis",3,"year",10484,"agree-key","enabling"
119,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Rebecca remembered how much fun that was and joined her friend&quotechars band as the banjoist.","Rebecca","plays the banjo",3,"year",16196,"agree-key","enabling"
119,"food","truthJudge","smoked marijuana","male",NA,"","Christopher","smokes marijuana",3,"year",9187,"agree-key","baseline"
119,"employment","truthJudge","stole chewing gum","female",NA,"","Angela","steals chewing gum",3,"5 years",8932,"agree-key","baseline"
119,"hobby","truthJudge","climbed mountains","male",NA,"","Martin","climbs mountains",3,"5 years",5477,"agree-key","baseline"
119,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Seth became fed up with the literary world and decided to never write anything again.","Seth","writes novels",3,"5 years",7798,"disagree-key","preventative"
119,"hobby","truthJudge","hiked","female",NA,"","Tina","hikes",3,"year",4180,"agree-key","baseline"
119,"food","truthJudge","ate peanut butter","female",NA,"Yesterday, Kelly developed a peanut allergy.","Kelly","eats peanut butter",3,"year",6039,"disagree-key","preventative"
119,"food","truthJudge","did cocaine","male",NA,"Yesterday, Cameron wanted to get high and bought some cocaine.","Cameron","does cocaine",3,"year",5798,"agree-key","enabling"
119,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Michael learned about all the corruption in professional sports and no longer can watch it.","Michael","watches professional football",3,"year",7252,"disagree-key","preventative"
119,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Kathleen","volunteers for political campaigns",3,"5 years",6244,"agree-key","baseline"
119,"food","truthJudge","ate caviar","female",NA,"Yesterday, Elizabeth learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Elizabeth","eats caviar",3,"5 years",6164,"agree-key","enabling"
120,"food","truthJudge","ate peanut butter","female",NA,"Yesterday, Linda learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","Linda","eats peanut butter",3,"year",11598,"agree-key","enabling"
120,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Lewis grew disillusioned with the political system and wants nothing to do with it anymore.","Lewis","volunteers for political campaigns",3,"5 years",11232,"agree-key","preventative"
120,"employment","truthJudge","stole chewing gum","male",NA,"","Michael","steals chewing gum",3,"5 years",3898,"agree-key","baseline"
120,"food","truthJudge","drank coffee","female",NA,"","Melinda","drinks coffee",3,"month",3943,"agree-key","baseline"
120,"food","truthJudge","did cocaine","male",NA,"Yesterday, Lucas wanted to get high and bought some cocaine.","Lucas","does cocaine",3,"year",4840,"agree-key","enabling"
120,"hobby","truthJudge","ran","female",NA,"Yesterday, Elisa was in a car accident and became permanently paralyzed from the waist down.","Elisa","runs",3,"2 months",10838,"disagree-key","preventative"
120,"clothing","truthJudge","wore a suit","male",NA,"","Jacob","wears a suit",3,"month",4099,"agree-key","baseline"
120,"employment","truthJudge","stole a car","male",NA,"Yesterday, John learned a new technique for breaking into cars.","John","steals cars",3,"5 years",3791,"agree-key","enabling"
120,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"","Cameron","volunteers for soup kitchens",3,"5 years",5377,"agree-key","baseline"
120,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Scott went through a radical transformation and now it is against his belief to witness anything relating to space travel.","Scott","watches space launches",3,"2 years",6121,"disagree-key","preventative"
120,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Alicia became fed up with the poetry world and decided to never write poems again.","Alicia","writes poems",3,"year",5738,"disagree-key","preventative"
120,"food","truthJudge","smoked marijuana","female",NA,"","Angela","smokes marijuana",3,"year",3984,"agree-key","baseline"
120,"food","truthJudge","drank beer","female",NA,"Yesterday, Veronica wanted to get tipsy and bought a six-pack of beer.","Veronica","drinks beer",3,"month",12420,"agree-key","enabling"
120,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Kathleen remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Kathleen","watches professional football",3,"year",8416,"agree-key","enabling"
120,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Monica finished an MFA program and quit her other job to focus on writing novels.","Monica","writes novels",3,"5 years",4605,"agree-key","enabling"
120,"hobby","truthJudge","hiked","female",NA,"Yesterday, Esther was in a motorcycle accident and will never walk again.","Esther","hikes",3,"year",3788,"disagree-key","preventative"
120,"hobby","truthJudge","played tennis","male",NA,"Yesterday, David remembered how much fun that was and bought a new tennis racket.","David","plays tennis",3,"year",3851,"agree-key","enabling"
120,"food","truthJudge","ate caviar","female",NA,"","Michelle","eats caviar",3,"5 years",3561,"agree-key","baseline"
120,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Kelly developed crippling arthritis in her hands and no longer can play musical instruments.","Kelly","plays the banjo",3,"year",4610,"disagree-key","preventative"
120,"hobby","truthJudge","climbed mountains","male",NA,"","Stephen","climbs mountains",3,"5 years",5074,"agree-key","baseline"
120,"food","truthJudge","smoked cigarettes","female",NA,"Yesterday, Rebecca quit smoking cigarettes.","Rebecca","smokes cigarettes",3,"month",3651,"disagree-key","preventative"
121,"hobby","truthJudge","ran","male",NA,"","Cameron","runs",3,"2 months",12502,"disagree-key","baseline"
121,"employment","truthJudge","volunteered for a political campaign","female",NA,"Yesterday, Monica grew disillusioned with the political system and wants nothing to do with it anymore.","Monica","volunteers for political campaigns",3,"5 years",15764,"disagree-key","preventative"
121,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Elisa remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Elisa","watches space launches",3,"2 years",11917,"agree-key","enabling"
121,"hobby","truthJudge","hiked","female",NA,"Yesterday, Claire remembered how much fun those times were and bought a lot of new hiking gear.","Claire","hikes",3,"year",7070,"agree-key","enabling"
121,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Kathleen got caught and vowed to never break the law again.","Kathleen","steals chewing gum",3,"5 years",7049,"agree-key","preventative"
121,"employment","truthJudge","stole a car","male",NA,"Yesterday, Kyle got caught and went through a radical transformation, vowing to never break the law again.","Kyle","steals cars",3,"5 years",13879,"disagree-key","preventative"
121,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Scott got fired from his job on Wall Street and now works in a pizza parlor.","Scott","wears a suit",3,"month",7004,"agree-key","preventative"
121,"food","truthJudge","drank beer","female",NA,"Yesterday, Tina wanted to get tipsy and bought a six-pack of beer.","Tina","drinks beer",3,"month",5329,"agree-key","enabling"
121,"food","truthJudge","smoked marijuana","male",NA,"Yesterday, Seth realized he is severely allergic to marijuana and will no longer smoke it.","Seth","smokes marijuana",3,"year",5091,"disagree-key","preventative"
121,"employment","truthJudge","wrote a poem","male",NA,"","Brian","writes poems",3,"year",5788,"agree-key","baseline"
121,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Christopher remembered how much fun that was and bought a new tennis racket.","Christopher","plays tennis",3,"year",4836,"agree-key","enabling"
121,"food","truthJudge","did cocaine","male",NA,"","Josh","does cocaine",3,"year",4112,"agree-key","baseline"
121,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, David finished an MFA program and quit his other job to focus on writing novels.","David","writes novels",3,"5 years",6139,"agree-key","enabling"
121,"hobby","truthJudge","climbed mountains","female",NA,"","Linda","climbs mountains",3,"5 years",3960,"agree-key","baseline"
121,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, William wanted a smoke and bought a pack of cigarettes.","William","smokes cigarettes",3,"month",5441,"agree-key","enabling"
121,"food","truthJudge","drank coffee","female",NA,"Yesterday, Ashley wanted a morning jolt and bought a pound of fresh roasted coffee.","Ashley","drinks coffee",3,"month",4924,"agree-key","enabling"
121,"hobby","truthJudge","played the banjo","male",NA,"","Vince","plays the banjo",3,"year",2943,"agree-key","baseline"
121,"food","truthJudge","ate caviar","male",NA,"Yesterday, Fred developed a seafood allergy.","Fred","eats caviar",3,"5 years",9826,"disagree-key","preventative"
121,"food","truthJudge","ate peanut butter","male",NA,"","Greg","eats peanut butter",3,"year",5374,"disagree-key","baseline"
121,"entertainment","truthJudge","watched professional football","male",NA,"","Lee","watches professional football",3,"year",4448,"agree-key","baseline"
121,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Lewis grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Lewis","volunteers for soup kitchens",3,"5 years",6357,"disagree-key","preventative"
122,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Lewis quit smoking cigarettes.","Lewis","smokes cigarettes",3,"month",32333,"agree-key","preventative"
122,"hobby","truthJudge","ran","male",NA,"","William","runs",3,"2 months",4262,"agree-key","baseline"
122,"hobby","truthJudge","hiked","male",NA,"Yesterday, Jacob remembered how much fun those times were and bought a lot of new hiking gear.","Jacob","hikes",3,"year",43129,"agree-key","enabling"
122,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Julia","volunteers for political campaigns",3,"5 years",6997,"agree-key","baseline"
122,"employment","truthJudge","stole a car","female",NA,"Yesterday, Brooke got caught and went through a radical transformation, vowing to never break the law again.","Brooke","steals cars",3,"5 years",45731,"agree-key","preventative"
122,"food","truthJudge","ate caviar","male",NA,"Yesterday, Robert developed a seafood allergy.","Robert","eats caviar",3,"5 years",12159,"agree-key","preventative"
122,"employment","truthJudge","wrote a poem","male",NA,"","Martin","writes poems",3,"year",8083,"agree-key","baseline"
122,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Kyle remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","Kyle","watches professional football",3,"year",10317,"agree-key","enabling"
122,"food","truthJudge","did cocaine","male",NA,"Yesterday, Cameron realized he is severely allergic to cocaine and will no longer do it.","Cameron","does cocaine",3,"year",24712,"agree-key","preventative"
122,"employment","truthJudge","stole chewing gum","male",NA,"","Alexander","steals chewing gum",3,"5 years",4183,"agree-key","baseline"
122,"food","truthJudge","smoked marijuana","male",NA,"Yesterday, Josh realized he is severely allergic to marijuana and will no longer smoke it.","Josh","smokes marijuana",3,"year",17895,"agree-key","preventative"
122,"food","truthJudge","drank beer","female",NA,"Yesterday, Esther gave up alcohol and entered into Alcoholics Anonymous.","Esther","drinks beer",3,"month",7163,"agree-key","preventative"
122,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Elisa remembered how much fun that was bought a lot of new mountain climbing gear.","Elisa","climbs mountains",3,"5 years",11291,"agree-key","enabling"
122,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Anthony remembered how much fun that was and bought a new tennis racket.","Anthony","plays tennis",3,"year",8697,"agree-key","enabling"
122,"food","truthJudge","ate peanut butter","female",NA,"Yesterday, Angela learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","Angela","eats peanut butter",3,"year",12132,"agree-key","enabling"
122,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Michael finished an MFA program and quit his other job to focus on writing novels.","Michael","writes novels",3,"5 years",9878,"agree-key","enabling"
122,"hobby","truthJudge","played the banjo","male",NA,"","Ben","plays the banjo",3,"year",3797,"agree-key","baseline"
122,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, David got a high paying job on Wall Street.","David","wears a suit",3,"month",18321,"agree-key","enabling"
122,"food","truthJudge","drank coffee","male",NA,"","Gabriel","drinks coffee",3,"month",27715,"agree-key","baseline"
122,"entertainment","truthJudge","watched space launches","female",NA,"","Laura","watches space launches",3,"2 years",4046,"agree-key","baseline"
122,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Kristina grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Kristina","volunteers for soup kitchens",3,"5 years",8233,"agree-key","preventative"
123,"hobby","truthJudge","hiked","male",NA,"Yesterday, Kyle remembered how much fun those times were and bought a lot of new hiking gear.","Kyle","hikes",3,"year",11954,"disagree-key","enabling"
123,"food","truthJudge","drank beer","female",NA,"","Claire","drinks beer",3,"month",8145,"agree-key","baseline"
123,"employment","truthJudge","stole a car","female",NA,"","Angela","steals cars",3,"5 years",3446,"agree-key","baseline"
123,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Jack grew disillusioned with the political system and wants nothing to do with it anymore.","Jack","volunteers for political campaigns",3,"5 years",7361,"disagree-key","preventative"
123,"food","truthJudge","smoked marijuana","male",NA,"Yesterday, Vince wanted to get high and bought some marijuana.","Vince","smokes marijuana",3,"year",7141,"agree-key","enabling"
123,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Amber researched a new soup kitchen in the area and is going to volunteer with them.","Amber","volunteers for soup kitchens",3,"5 years",9701,"agree-key","enabling"
123,"employment","truthJudge","wrote a poem","male",NA,"Yesterday, Lucas became fed up with the poetry world and decided to never write poems again.","Lucas","writes poems",3,"year",7894,"disagree-key","preventative"
123,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Laura developed crippling arthritis in her hands and no longer can play musical instruments.","Laura","plays the banjo",3,"year",7824,"disagree-key","preventative"
123,"hobby","truthJudge","ran","male",NA,"Yesterday, William was in a car accident and became permanently paralyzed from the waist down.","William","runs",3,"2 months",7567,"disagree-key","preventative"
123,"food","truthJudge","did cocaine","male",NA,"Yesterday, Daniel wanted to get high and bought some cocaine.","Daniel","does cocaine",3,"year",6758,"agree-key","enabling"
123,"food","truthJudge","drank coffee","male",NA,"Yesterday, Scott developed a caffeine allergy and decided to give up all caffeine.","Scott","drinks coffee",3,"month",8025,"disagree-key","preventative"
123,"entertainment","truthJudge","watched professional football","male",NA,"","Ted","watches professional football",3,"year",7229,"disagree-key","baseline"
123,"food","truthJudge","ate caviar","female",NA,"","Jessica","eats caviar",3,"5 years",5206,"disagree-key","baseline"
123,"clothing","truthJudge","wore a suit","female",NA,"","Kristina","wears a suit",3,"month",11290,"agree-key","baseline"
123,"employment","truthJudge","stole chewing gum","male",NA,"","Stephen","steals chewing gum",3,"5 years",7343,"agree-key","baseline"
123,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Gabriel wanted a smoke and bought a pack of cigarettes.","Gabriel","smokes cigarettes",3,"month",9748,"agree-key","enabling"
123,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Martin developed crippling arthritis in both elbows and can only move his arms extremely slowly.","Martin","plays tennis",3,"year",4584,"disagree-key","preventative"
123,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Kim went through a radical transformation and now it is against her belief to witness anything relating to space travel.","Kim","watches space launches",3,"2 years",7295,"disagree-key","preventative"
123,"hobby","truthJudge","climbed mountains","male",NA,"Yesterday, Christopher remembered how much fun that was bought a lot of new mountain climbing gear.","Christopher","climbs mountains",3,"5 years",5340,"disagree-key","enabling"
123,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Theresa finished an MFA program and quit her other job to focus on writing novels.","Theresa","writes novels",3,"5 years",6507,"agree-key","enabling"
123,"food","truthJudge","ate peanut butter","male",NA,"","Seth","eats peanut butter",3,"year",7275,"agree-key","baseline"
124,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Alicia remembered how much fun that was and bought a new tennis racket.","Alicia","plays tennis",3,"year",4732,"agree-key","enabling"
124,"food","truthJudge","smoked marijuana","female",NA,"Yesterday, Jennifer wanted to get high and bought some marijuana.","Jennifer","smokes marijuana",3,"year",2477,"agree-key","enabling"
124,"hobby","truthJudge","ran","female",NA,"","Laura","runs",3,"2 months",3053,"agree-key","baseline"
124,"hobby","truthJudge","hiked","male",NA,"Yesterday, Jack was in a motorcycle accident and will never walk again.","Jack","hikes",3,"year",2935,"disagree-key","preventative"
124,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Natalie turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","Natalie","climbs mountains",3,"5 years",3030,"disagree-key","preventative"
124,"food","truthJudge","drank coffee","female",NA,"","Theresa","drinks coffee",3,"month",2117,"agree-key","baseline"
124,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, Cameron remembered how much fun that was and joined his friend&quotechars band as the banjoist.","Cameron","plays the banjo",3,"year",4310,"agree-key","enabling"
124,"food","truthJudge","drank beer","male",NA,"Yesterday, Ted gave up alcohol and entered into Alcoholics Anonymous.","Ted","drinks beer",3,"month",1974,"disagree-key","preventative"
124,"employment","truthJudge","stole a car","female",NA,"Yesterday, Crystal got caught and went through a radical transformation, vowing to never break the law again.","Crystal","steals cars",3,"5 years",4094,"disagree-key","preventative"
124,"food","truthJudge","ate peanut butter","male",NA,"","Martin","eats peanut butter",3,"year",1806,"agree-key","baseline"
124,"employment","truthJudge","stole chewing gum","female",NA,"","Linda","steals chewing gum",3,"5 years",1158,"agree-key","baseline"
124,"employment","truthJudge","volunteered for a political campaign","female",NA,"Yesterday, Angela researched a new political candidate in the area and is going to volunteer with them.","Angela","volunteers for political campaigns",3,"5 years",4214,"agree-key","enabling"
124,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Jacob grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Jacob","volunteers for soup kitchens",3,"5 years",2101,"disagree-key","preventative"
124,"food","truthJudge","did cocaine","male",NA,"","Gabriel","does cocaine",3,"year",846,"agree-key","baseline"
124,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Stephanie became fed up with the literary world and decided to never write anything again.","Stephanie","writes novels",3,"5 years",1798,"disagree-key","preventative"
124,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Amber remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Amber","watches space launches",3,"2 years",1766,"agree-key","enabling"
124,"food","truthJudge","ate caviar","female",NA,"Yesterday, Elizabeth learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Elizabeth","eats caviar",3,"5 years",7948,"agree-key","enabling"
124,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, William learned about all the corruption in professional sports and no longer can watch it.","William","watches professional football",3,"year",2112,"disagree-key","preventative"
124,"employment","truthJudge","wrote a poem","male",NA,"","Tim","writes poems",3,"year",1158,"agree-key","baseline"
124,"clothing","truthJudge","wore a suit","female",NA,"","Ashley","wears a suit",3,"month",750,"agree-key","baseline"
124,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Daniel wanted a smoke and bought a pack of cigarettes.","Daniel","smokes cigarettes",3,"month",1903,"agree-key","enabling"
125,"hobby","truthJudge","hiked","male",NA,"Yesterday, Vince was in a motorcycle accident and will never walk again.","Vince","hikes",3,"year",4691,"agree-key","preventative"
125,"entertainment","truthJudge","watched professional football","female",NA,"","Claire","watches professional football",3,"year",3378,"agree-key","baseline"
125,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"","Doug","volunteers for soup kitchens",3,"5 years",2424,"agree-key","baseline"
125,"food","truthJudge","ate peanut butter","female",NA,"","Kim","eats peanut butter",3,"year",2943,"agree-key","baseline"
125,"food","truthJudge","smoked cigarettes","female",NA,"Yesterday, Natalie quit smoking cigarettes.","Natalie","smokes cigarettes",3,"month",2471,"agree-key","preventative"
125,"hobby","truthJudge","ran","male",NA,"Yesterday, Robert was in a car accident and became permanently paralyzed from the waist down.","Robert","runs",3,"2 months",2033,"agree-key","preventative"
125,"employment","truthJudge","wrote a poem","male",NA,"","Jacob","writes poems",3,"year",3247,"disagree-key","baseline"
125,"employment","truthJudge","stole a car","male",NA,"Yesterday, Anthony learned a new technique for breaking into cars.","Anthony","steals cars",3,"5 years",2043,"disagree-key","enabling"
125,"hobby","truthJudge","climbed mountains","male",NA,"Yesterday, Stephen turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","Stephen","climbs mountains",3,"5 years",4646,"agree-key","preventative"
125,"entertainment","truthJudge","watched space launches","male",NA,"","Martin","watches space launches",3,"2 years",2794,"agree-key","baseline"
125,"food","truthJudge","drank coffee","male",NA,"","Alexander","drinks coffee",3,"month",3298,"agree-key","baseline"
125,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Fred researched a new political candidate in the area and is going to volunteer with them.","Fred","volunteers for political campaigns",3,"5 years",883,"disagree-key","enabling"
125,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Brooke got caught and vowed to never break the law again.","Brooke","steals chewing gum",3,"5 years",404,"agree-key","preventative"
125,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Shannon developed crippling arthritis in her hands and no longer can play musical instruments.","Shannon","plays the banjo",3,"year",675,"disagree-key","preventative"
125,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Janet finished an MFA program and quit her other job to focus on writing novels.","Janet","writes novels",3,"5 years",647,"agree-key","enabling"
125,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Lee remembered how much fun that was and bought a new tennis racket.","Lee","plays tennis",3,"year",570,"disagree-key","enabling"
125,"food","truthJudge","ate caviar","male",NA,"Yesterday, Scott learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Scott","eats caviar",3,"5 years",426,"disagree-key","enabling"
125,"clothing","truthJudge","wore a suit","female",NA,"Yesterday, Monica got a high paying job on Wall Street.","Monica","wears a suit",3,"month",377,"agree-key","enabling"
125,"food","truthJudge","drank beer","female",NA,"Yesterday, Linda gave up alcohol and entered into Alcoholics Anonymous.","Linda","drinks beer",3,"month",356,"agree-key","preventative"
125,"food","truthJudge","did cocaine","female",NA,"Yesterday, Esther wanted to get high and bought some cocaine.","Esther","does cocaine",3,"year",389,"disagree-key","enabling"
125,"food","truthJudge","smoked marijuana","female",NA,"","Veronica","smokes marijuana",3,"year",391,"agree-key","baseline"
126,"entertainment","truthJudge","watched space launches","male",NA,"","Ben","watches space launches",3,"2 years",6912,"agree-key","baseline"
126,"food","truthJudge","smoked marijuana","female",NA,"Yesterday, Kristina wanted to get high and bought some marijuana.","Kristina","smokes marijuana",3,"year",4522,"agree-key","enabling"
126,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Alicia developed crippling arthritis in her hands and no longer can play musical instruments.","Alicia","plays the banjo",3,"year",15099,"agree-key","preventative"
126,"clothing","truthJudge","wore a suit","female",NA,"","Michelle","wears a suit",3,"month",5424,"disagree-key","baseline"
126,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Monica remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Monica","watches professional football",3,"year",7398,"agree-key","enabling"
126,"food","truthJudge","ate caviar","female",NA,"Yesterday, Sophia learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Sophia","eats caviar",3,"5 years",8834,"agree-key","enabling"
126,"employment","truthJudge","stole a car","male",NA,"","Ronald","steals cars",3,"5 years",3706,"agree-key","baseline"
126,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Jack remembered how much fun that was and bought a new tennis racket.","Jack","plays tennis",3,"year",5138,"agree-key","enabling"
126,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Stephen quit smoking cigarettes.","Stephen","smokes cigarettes",3,"month",8390,"disagree-key","preventative"
126,"employment","truthJudge","wrote a poem","male",NA,"Yesterday, Christopher finished an MFA program and quit his other job to focus on writing poems.","Christopher","writes poems",3,"year",7063,"agree-key","enabling"
126,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Brooke turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","Brooke","climbs mountains",3,"5 years",16203,"disagree-key","preventative"
126,"food","truthJudge","ate peanut butter","female",NA,"Yesterday, Elizabeth learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","Elizabeth","eats peanut butter",3,"year",7997,"agree-key","enabling"
126,"hobby","truthJudge","ran","male",NA,"","Lucas","runs",3,"2 months",3912,"agree-key","baseline"
126,"employment","truthJudge","stole chewing gum","male",NA,"","Josh","steals chewing gum",3,"5 years",3492,"agree-key","baseline"
