"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
105,"employment","predictive",21,"year","Yesterday, Lee became fed up with the poetry world and decided to never write poems again.","male","Lee",3,"writes poems",8920,"0","preventative"
106,"food","predictive",1,"year","","female","Julia",3,"eats peanut butter",11873,"3","baseline"
106,"employment","predictive",2,"5 years","Yesterday, Laura grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Laura",3,"volunteers for soup kitchens",26580,"0","preventative"
106,"hobby","predictive",3,"year","Yesterday, Jessica developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Jessica",3,"plays tennis",12179,"0","preventative"
106,"entertainment","predictive",4,"year","Yesterday, John remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","John",3,"watches professional football",10185,"15","enabling"
106,"food","predictive",5,"month","Yesterday, Nicole wanted a smoke and bought a pack of cigarettes.","female","Nicole",3,"smokes cigarettes",8586,"6","enabling"
106,"employment","predictive",6,"5 years","","male","Gabriel",3,"steals chewing gum",6954,"5","baseline"
106,"employment","predictive",7,"year","Yesterday, Cameron became fed up with the poetry world and decided to never write poems again.","male","Cameron",3,"writes poems",5935,"0","preventative"
106,"employment","predictive",8,"5 years","","female","Maya",3,"volunteers for political campaigns",7461,"4","baseline"
106,"entertainment","predictive",9,"2 years","","male","Greg",3,"watches space launches",12947,"2","baseline"
106,"employment","predictive",10,"5 years","Yesterday, George finished an MFA program and quit his other job to focus on writing novels.","male","George",3,"writes novels",7490,"5","enabling"
106,"clothing","predictive",11,"month","Yesterday, Claire got a high paying job on Wall Street.","female","Claire",3,"wears a suit",106809,"24","enabling"
106,"hobby","predictive",12,"year","Yesterday, Brooke developed crippling arthritis in her hands and no longer can play musical instruments.","female","Brooke",3,"plays the banjo",6723,"0","preventative"
106,"food","predictive",13,"month","Yesterday, Jack wanted to get tipsy and bought a six-pack of beer.","male","Jack",3,"drinks beer",14410,"6","enabling"
106,"food","predictive",14,"5 years","","male","Tim",3,"eats caviar",7768,"4","baseline"
106,"food","predictive",15,"year","Yesterday, Ashley realized she is severely allergic to cocaine and will no longer do it.","female","Ashley",3,"does cocaine",6492,"0","preventative"
106,"food","predictive",16,"month","","male","Alexander",3,"drinks coffee",6440,"4","baseline"
106,"hobby","predictive",17,"year","Yesterday, Tina was in a motorcycle accident and will never walk again.","female","Tina",3,"hikes",7977,"0","preventative"
106,"employment","predictive",18,"5 years","","male","Seth",3,"steals cars",3659,"5","baseline"
106,"hobby","predictive",19,"5 years","Yesterday, Bridgette turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Bridgette",3,"climbs mountains",7892,"1","preventative"
106,"hobby","predictive",20,"2 months","Yesterday, Scott remembered how much fun those times were and bought a new pair of running shoes.","male","Scott",3,"runs",6571,"15","enabling"
106,"food","predictive",21,"year","Yesterday, Derrick wanted to get high and bought some marijuana.","male","Derrick",3,"smokes marijuana",6253,"5","enabling"
107,"employment","predictive",1,"5 years","","female","Bridgette",3,"steals cars",9993,"5","baseline"
107,"food","predictive",2,"month","Yesterday, Cameron developed a caffeine allergy and decided to give up all caffeine.","male","Cameron",3,"drinks coffee",8628,"0","preventative"
107,"food","predictive",3,"year","Yesterday, Crystal realized she is severely allergic to marijuana and will no longer smoke it.","female","Crystal",3,"smokes marijuana",7236,"0","preventative"
107,"employment","predictive",4,"5 years","Yesterday, Hillary researched a new political candidate in the area and is going to volunteer with them.","female","Hillary",3,"volunteers for political campaigns",6483,"4","enabling"
107,"food","predictive",5,"year","Yesterday, Scott learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Scott",3,"eats peanut butter",6836,"20","enabling"
107,"entertainment","predictive",6,"year","Yesterday, Elisa remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Elisa",3,"watches professional football",5127,"30","enabling"
107,"entertainment","predictive",7,"2 years","Yesterday, Seth went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Seth",3,"watches space launches",5612,"0","preventative"
107,"food","predictive",8,"month","Yesterday, Martin gave up alcohol and entered into Alcoholics Anonymous.","male","Martin",3,"drinks beer",3204,"0","preventative"
107,"employment","predictive",9,"5 years","Yesterday, Jacob researched a new soup kitchen in the area and is going to volunteer with them.","male","Jacob",3,"volunteers for soup kitchens",7711,"20","enabling"
107,"food","predictive",10,"month","","female","Natalie",3,"smokes cigarettes",6180,"10","baseline"
107,"hobby","predictive",11,"5 years","","female","Melinda",3,"climbs mountains",3181,"5","baseline"
107,"clothing","predictive",12,"month","Yesterday, Claire got a high paying job on Wall Street.","female","Claire",3,"wears a suit",6723,"177","enabling"
107,"food","predictive",13,"year","","male","Alexander",3,"does cocaine",4872,"200","baseline"
107,"employment","predictive",14,"year","Yesterday, David became fed up with the poetry world and decided to never write poems again.","male","David",3,"writes poems",5716,"0","preventative"
107,"hobby","predictive",15,"year","","female","Julia",3,"plays tennis",5504,"5","baseline"
107,"hobby","predictive",16,"year","Yesterday, Jessica developed crippling arthritis in her hands and no longer can play musical instruments.","female","Jessica",3,"plays the banjo",4702,"0","preventative"
107,"hobby","predictive",17,"2 months","Yesterday, Lucas was in a car accident and became permanently paralyzed from the waist down.","male","Lucas",3,"runs",5921,"0","preventative"
107,"food","predictive",18,"5 years","Yesterday, Ronald learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Ronald",3,"eats caviar",4810,"30","enabling"
107,"employment","predictive",19,"5 years","","male","Lewis",3,"writes novels",3886,"5","baseline"
107,"hobby","predictive",20,"year","Yesterday, Kyle remembered how much fun those times were and bought a lot of new hiking gear.","male","Kyle",3,"hikes",3699,"29","enabling"
107,"employment","predictive",21,"5 years","","female","Theresa",3,"steals chewing gum",4569,"7","baseline"
108,"food","predictive",1,"year","","male","Tom",3,"does cocaine",3799,"5","baseline"
108,"food","predictive",2,"year","Yesterday, Alexander developed a peanut allergy.","male","Alexander",3,"eats peanut butter",3923,"1","preventative"
108,"hobby","predictive",3,"2 months","Yesterday, Veronica was in a car accident and became permanently paralyzed from the waist down.","female","Veronica",3,"runs",1474,"2","preventative"
108,"employment","predictive",4,"5 years","","female","Kathleen",3,"steals chewing gum",1463,"3","baseline"
108,"food","predictive",5,"5 years","Yesterday, Claire learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Claire",3,"eats caviar",2301,"1","enabling"
108,"food","predictive",6,"month","Yesterday, George developed a caffeine allergy and decided to give up all caffeine.","male","George",3,"drinks coffee",1699,"3","preventative"
108,"employment","predictive",7,"year","","female","Shannon",3,"writes poems",873,"2","baseline"
108,"hobby","predictive",8,"year","Yesterday, Stephen developed crippling arthritis in his hands and no longer can play musical instruments.","male","Stephen",3,"plays the banjo",1390,"5","preventative"
108,"hobby","predictive",9,"year","Yesterday, Alicia remembered how much fun that was and bought a new tennis racket.","female","Alicia",3,"plays tennis",1077,"2","enabling"
108,"employment","predictive",10,"5 years","Yesterday, Tina researched a new soup kitchen in the area and is going to volunteer with them.","female","Tina",3,"volunteers for soup kitchens",1170,"4","enabling"
108,"employment","predictive",11,"5 years","","male","Eric",3,"volunteers for political campaigns",1828,"6","baseline"
108,"food","predictive",12,"year","Yesterday, Julia wanted to get high and bought some marijuana.","female","Julia",3,"smokes marijuana",5414,"3","enabling"
108,"hobby","predictive",13,"year","Yesterday, Greg remembered how much fun those times were and bought a lot of new hiking gear.","male","Greg",3,"hikes",1748,"5","enabling"
108,"food","predictive",14,"month","Yesterday, Lucas wanted a smoke and bought a pack of cigarettes.","male","Lucas",3,"smokes cigarettes",5162,"6","enabling"
108,"entertainment","predictive",15,"2 years","","male","William",3,"watches space launches",1705,"6","baseline"
108,"entertainment","predictive",16,"year","Yesterday, Maya remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Maya",3,"watches professional football",2162,"7","enabling"
108,"clothing","predictive",17,"month","Yesterday, Melinda got fired from her job on Wall Street and now works in a pizza parlor.","female","Melinda",3,"wears a suit",2007,"5","preventative"
108,"employment","predictive",18,"5 years","Yesterday, Rebecca got caught and went through a radical transformation, vowing to never break the law again.","female","Rebecca",3,"steals cars",1672,"6","preventative"
108,"food","predictive",19,"month","","female","Crystal",3,"drinks beer",1714,"4","baseline"
108,"hobby","predictive",20,"5 years","Yesterday, Jennifer turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Jennifer",3,"climbs mountains",1875,"6","preventative"
108,"employment","predictive",21,"5 years","","male","David",3,"writes novels",1379,"6","baseline"
109,"hobby","predictive",1,"year","","male","Alexander",3,"plays tennis",7914,"4","baseline"
109,"hobby","predictive",2,"year","","male","David",3,"plays the banjo",3214,"3","baseline"
109,"employment","predictive",3,"5 years","Yesterday, Elizabeth got caught and vowed to never break the law again.","female","Elizabeth",3,"steals chewing gum",8577,"0","preventative"
109,"food","predictive",4,"5 years","","male","George",3,"eats caviar",5764,"2","baseline"
109,"food","predictive",5,"month","","female","Michelle",3,"drinks coffee",4832,"3","baseline"
109,"food","predictive",6,"month","Yesterday, Rebecca gave up alcohol and entered into Alcoholics Anonymous.","female","Rebecca",3,"drinks beer",6583,"0","preventative"
109,"food","predictive",7,"year","Yesterday, Jack learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Jack",3,"eats peanut butter",17883,"20","enabling"
109,"entertainment","predictive",8,"year","","female","Monica",3,"watches professional football",4533,"3","baseline"
109,"food","predictive",9,"year","Yesterday, Eric wanted to get high and bought some marijuana.","male","Eric",3,"smokes marijuana",12364,"40","enabling"
109,"employment","predictive",10,"5 years","Yesterday, Theresa became fed up with the literary world and decided to never write anything again.","female","Theresa",3,"writes novels",6891,"0","preventative"
109,"employment","predictive",11,"year","","female","Amber",3,"writes poems",4065,"3","baseline"
109,"hobby","predictive",12,"2 months","Yesterday, Jennifer was in a car accident and became permanently paralyzed from the waist down.","female","Jennifer",3,"runs",7464,"0","preventative"
109,"food","predictive",13,"month","Yesterday, Daniel quit smoking cigarettes.","male","Daniel",3,"smokes cigarettes",6039,"0","preventative"
109,"entertainment","predictive",14,"2 years","","male","Stephen",3,"watches space launches",7985,"1","baseline"
109,"employment","predictive",15,"5 years","Yesterday, Vince researched a new soup kitchen in the area and is going to volunteer with them.","male","Vince",3,"volunteers for soup kitchens",11206,"5","enabling"
109,"employment","predictive",16,"5 years","Yesterday, Tom learned a new technique for breaking into cars.","male","Tom",3,"steals cars",9056,"3","enabling"
109,"food","predictive",17,"year","Yesterday, Ronald realized he is severely allergic to cocaine and will no longer do it.","male","Ronald",3,"does cocaine",7168,"0","preventative"
109,"hobby","predictive",18,"year","Yesterday, Robert remembered how much fun those times were and bought a lot of new hiking gear.","male","Robert",3,"hikes",21760,"8","enabling"
109,"hobby","predictive",19,"5 years","Yesterday, Lewis remembered how much fun that was bought a lot of new mountain climbing gear.","male","Lewis",3,"climbs mountains",11856,"8","enabling"
109,"clothing","predictive",20,"month","Yesterday, Scott got a high paying job on Wall Street.","male","Scott",3,"wears a suit",8768,"20","enabling"
109,"employment","predictive",21,"5 years","Yesterday, Bridgette grew disillusioned with the political system and wants nothing to do with it anymore.","female","Bridgette",3,"volunteers for political campaigns",7719,"0","preventative"
110,"food","predictive",1,"5 years","","female","Melinda",3,"eats caviar",9176,"0","baseline"
110,"food","predictive",2,"month","Yesterday, Esther wanted a smoke and bought a pack of cigarettes.","female","Esther",3,"smokes cigarettes",10646,"10","enabling"
110,"employment","predictive",3,"5 years","Yesterday, Elizabeth learned a new technique for breaking into cars.","female","Elizabeth",3,"steals cars",5726,"5","enabling"
110,"food","predictive",4,"year","","male","Christopher",3,"eats peanut butter",6232,"4","baseline"
110,"employment","predictive",5,"5 years","","male","Ronald",3,"volunteers for soup kitchens",4199,"0","baseline"
110,"hobby","predictive",6,"year","Yesterday, Seth remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Seth",3,"plays the banjo",4464,"0","enabling"
110,"employment","predictive",7,"year","Yesterday, Jennifer became fed up with the poetry world and decided to never write poems again.","female","Jennifer",3,"writes poems",3935,"1","preventative"
110,"food","predictive",8,"month","Yesterday, Alicia developed a caffeine allergy and decided to give up all caffeine.","female","Alicia",3,"drinks coffee",3727,"2","preventative"
110,"hobby","predictive",9,"2 months","Yesterday, Ted was in a car accident and became permanently paralyzed from the waist down.","male","Ted",3,"runs",3360,"1","preventative"
110,"food","predictive",10,"year","Yesterday, Lucas wanted to get high and bought some cocaine.","male","Lucas",3,"does cocaine",4510,"8","enabling"
110,"entertainment","predictive",11,"year","","male","John",3,"watches professional football",4982,"6","baseline"
110,"clothing","predictive",12,"month","Yesterday, Crystal got a high paying job on Wall Street.","female","Crystal",3,"wears a suit",8367,"20","enabling"
110,"employment","predictive",13,"5 years","Yesterday, Jacob got caught and vowed to never break the law again.","male","Jacob",3,"steals chewing gum",5959,"0","preventative"
110,"food","predictive",14,"month","Yesterday, Daniel gave up alcohol and entered into Alcoholics Anonymous.","male","Daniel",3,"drinks beer",5366,"0","preventative"
110,"hobby","predictive",15,"year","","male","Kyle",3,"hikes",5048,"1","baseline"
110,"hobby","predictive",16,"5 years","Yesterday, Stephen turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Stephen",3,"climbs mountains",8758,"0","preventative"
110,"employment","predictive",17,"5 years","Yesterday, Bridgette researched a new political candidate in the area and is going to volunteer with them.","female","Bridgette",3,"volunteers for political campaigns",6536,"6","enabling"
110,"hobby","predictive",18,"year","","male","Brian",3,"plays tennis",4559,"3","baseline"
110,"food","predictive",19,"year","","male","Vince",3,"smokes marijuana",4438,"23","baseline"
110,"employment","predictive",20,"5 years","Yesterday, Tim became fed up with the literary world and decided to never write anything again.","male","Tim",3,"writes novels",5743,"0","preventative"
110,"entertainment","predictive",21,"2 years","Yesterday, Doug remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","male","Doug",3,"watches space launches",10295,"1","enabling"
111,"food","predictive",1,"month","Yesterday, Kathleen wanted to get tipsy and bought a six-pack of beer.","female","Kathleen",3,"drinks beer",12123,"5","enabling"
111,"employment","predictive",2,"5 years","Yesterday, Vince got caught and vowed to never break the law again.","male","Vince",3,"steals chewing gum",12482,"2","preventative"
111,"hobby","predictive",3,"year","Yesterday, Jessica remembered how much fun that was and bought a new tennis racket.","female","Jessica",3,"plays tennis",15165,"50","enabling"
111,"entertainment","predictive",4,"2 years","","male","Cameron",3,"watches space launches",10547,"0","baseline"
111,"entertainment","predictive",5,"year","","female","Laura",3,"watches professional football",10274,"2","baseline"
111,"employment","predictive",6,"5 years","","female","Michelle",3,"writes novels",8637,"3","baseline"
111,"hobby","predictive",7,"5 years","Yesterday, Crystal turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Crystal",3,"climbs mountains",11250,"0","preventative"
111,"hobby","predictive",8,"year","","female","Claire",3,"plays the banjo",9086,"6","baseline"
111,"food","predictive",9,"year","Yesterday, Kelly developed a peanut allergy.","female","Kelly",3,"eats peanut butter",8108,"0","preventative"
111,"food","predictive",10,"5 years","Yesterday, Stephen learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Stephen",3,"eats caviar",11116,"20","enabling"
111,"hobby","predictive",11,"year","Yesterday, Theresa was in a motorcycle accident and will never walk again.","female","Theresa",3,"hikes",10109,"0","preventative"
111,"food","predictive",12,"month","Yesterday, Stephanie wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Stephanie",3,"drinks coffee",16473,"27","enabling"
111,"hobby","predictive",13,"2 months","Yesterday, Daniel was in a car accident and became permanently paralyzed from the waist down.","male","Daniel",3,"runs",10462,"0","preventative"
111,"clothing","predictive",14,"month","Yesterday, Tim got a high paying job on Wall Street.","male","Tim",3,"wears a suit",11910,"1","enabling"
111,"employment","predictive",15,"year","Yesterday, Amber finished an MFA program and quit her other job to focus on writing poems.","female","Amber",3,"writes poems",15005,"12","enabling"
111,"employment","predictive",16,"5 years","Yesterday, Ashley got caught and went through a radical transformation, vowing to never break the law again.","female","Ashley",3,"steals cars",11559,"0","preventative"
111,"food","predictive",17,"month","Yesterday, Christopher wanted a smoke and bought a pack of cigarettes.","male","Christopher",3,"smokes cigarettes",20696,"30","enabling"
111,"food","predictive",18,"year","","male","Kyle",3,"smokes marijuana",7716,"30","baseline"
111,"employment","predictive",19,"5 years","","male","David",3,"volunteers for political campaigns",9075,"3","baseline"
111,"food","predictive",20,"year","Yesterday, Alicia realized she is severely allergic to cocaine and will no longer do it.","female","Alicia",3,"does cocaine",11307,"0","preventative"
111,"employment","predictive",21,"5 years","","male","Gabriel",3,"volunteers for soup kitchens",9964,"2","baseline"
112,"entertainment","predictive",1,"2 years","Yesterday, Theresa remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Theresa",3,"watches space launches",41283,"3","enabling"
112,"food","predictive",2,"year","Yesterday, Fred wanted to get high and bought some cocaine.","male","Fred",3,"does cocaine",24618,"6","enabling"
112,"employment","predictive",3,"5 years","Yesterday, Tim got caught and vowed to never break the law again.","male","Tim",3,"steals chewing gum",13661,"0","preventative"
112,"food","predictive",4,"year","","female","Linda",3,"smokes marijuana",11534,"6","baseline"
112,"food","predictive",5,"month","","male","Lucas",3,"smokes cigarettes",17484,"6","baseline"
112,"food","predictive",6,"5 years","Yesterday, Elisa developed a seafood allergy.","female","Elisa",3,"eats caviar",6674,"0","preventative"
112,"food","predictive",7,"year","Yesterday, Veronica learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Veronica",3,"eats peanut butter",24292,"25","enabling"
112,"food","predictive",8,"month","Yesterday, Stephen gave up alcohol and entered into Alcoholics Anonymous.","male","Stephen",3,"drinks beer",10066,"0","preventative"
112,"employment","predictive",9,"5 years","Yesterday, Cameron got caught and went through a radical transformation, vowing to never break the law again.","male","Cameron",3,"steals cars",18870,"0","preventative"
112,"clothing","predictive",10,"month","Yesterday, Kim got a high paying job on Wall Street.","female","Kim",3,"wears a suit",7630,"20","enabling"
112,"hobby","predictive",11,"year","Yesterday, Christopher remembered how much fun that was and bought a new tennis racket.","male","Christopher",3,"plays tennis",11913,"12","enabling"
112,"hobby","predictive",12,"5 years","Yesterday, Alexander turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Alexander",3,"climbs mountains",9498,"0","preventative"
112,"hobby","predictive",13,"year","","male","Kyle",3,"plays the banjo",7065,"3","baseline"
112,"employment","predictive",14,"year","Yesterday, Laura finished an MFA program and quit her other job to focus on writing poems.","female","Laura",3,"writes poems",21336,"50","enabling"
112,"employment","predictive",15,"5 years","Yesterday, Sophia finished an MFA program and quit her other job to focus on writing novels.","female","Sophia",3,"writes novels",10401,"5","enabling"
112,"hobby","predictive",16,"year","","male","George",3,"hikes",7436,"3","baseline"
112,"food","predictive",17,"month","Yesterday, Maya developed a caffeine allergy and decided to give up all caffeine.","female","Maya",3,"drinks coffee",10142,"0","preventative"
112,"hobby","predictive",18,"2 months","","male","Josh",3,"runs",9068,"3","baseline"
112,"employment","predictive",19,"5 years","Yesterday, Nicole grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Nicole",3,"volunteers for soup kitchens",8635,"0","preventative"
112,"employment","predictive",20,"5 years","","female","Amber",3,"volunteers for political campaigns",10083,"3","baseline"
112,"entertainment","predictive",21,"year","","female","Elizabeth",3,"watches professional football",7089,"3","baseline"
113,"food","predictive",1,"year","","male","Stephen",3,"smokes marijuana",8198,"3","baseline"
113,"employment","predictive",2,"5 years","Yesterday, Christopher researched a new soup kitchen in the area and is going to volunteer with them.","male","Christopher",3,"volunteers for soup kitchens",15574,"12","enabling"
113,"hobby","predictive",3,"2 months","Yesterday, Shannon was in a car accident and became permanently paralyzed from the waist down.","female","Shannon",3,"runs",15790,"0","preventative"
113,"food","predictive",4,"year","Yesterday, John realized he is severely allergic to cocaine and will no longer do it.","male","John",3,"does cocaine",7888,"0","preventative"
113,"food","predictive",5,"month","Yesterday, Ashley wanted to get tipsy and bought a six-pack of beer.","female","Ashley",3,"drinks beer",12369,"6","enabling"
113,"food","predictive",6,"year","","female","Veronica",3,"eats peanut butter",9350,"3","baseline"
113,"employment","predictive",7,"5 years","Yesterday, Ted got caught and vowed to never break the law again.","male","Ted",3,"steals chewing gum",10808,"0","preventative"
113,"clothing","predictive",8,"month","Yesterday, Lucas got a high paying job on Wall Street.","male","Lucas",3,"wears a suit",15920,"30","enabling"
113,"hobby","predictive",9,"year","","female","Jackie",3,"hikes",5726,"3","baseline"
113,"employment","predictive",10,"5 years","","female","Kim",3,"steals cars",6985,"1","baseline"
113,"employment","predictive",11,"5 years","Yesterday, Julia finished an MFA program and quit her other job to focus on writing novels.","female","Julia",3,"writes novels",7856,"6","enabling"
113,"food","predictive",12,"5 years","Yesterday, Elizabeth developed a seafood allergy.","female","Elizabeth",3,"eats caviar",5364,"0","preventative"
113,"employment","predictive",13,"5 years","","male","David",3,"volunteers for political campaigns",8113,"4","baseline"
113,"food","predictive",14,"month","","male","Fred",3,"drinks coffee",6191,"3","baseline"
113,"hobby","predictive",15,"5 years","Yesterday, Brooke remembered how much fun that was bought a lot of new mountain climbing gear.","female","Brooke",3,"climbs mountains",8721,"6","enabling"
113,"entertainment","predictive",16,"year","Yesterday, Ronald remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Ronald",3,"watches professional football",11200,"12","enabling"
113,"food","predictive",17,"month","Yesterday, Bridgette quit smoking cigarettes.","female","Bridgette",3,"smokes cigarettes",5742,"0","preventative"
113,"hobby","predictive",18,"year","Yesterday, Tina developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Tina",3,"plays tennis",5496,"0","preventative"
113,"hobby","predictive",19,"year","Yesterday, Cameron developed crippling arthritis in his hands and no longer can play musical instruments.","male","Cameron",3,"plays the banjo",5751,"0","preventative"
113,"employment","predictive",20,"year","Yesterday, Lewis finished an MFA program and quit his other job to focus on writing poems.","male","Lewis",3,"writes poems",7731,"6","enabling"
113,"entertainment","predictive",21,"2 years","","female","Laura",3,"watches space launches",8533,"2","baseline"
114,"employment","predictive",1,"5 years","Yesterday, Jennifer researched a new soup kitchen in the area and is going to volunteer with them.","female","Jennifer",3,"volunteers for soup kitchens",9639,"3","enabling"
114,"food","predictive",2,"year","Yesterday, Kathleen realized she is severely allergic to marijuana and will no longer smoke it.","female","Kathleen",3,"smokes marijuana",53497,"0","preventative"
114,"food","predictive",3,"month","Yesterday, Shannon developed a caffeine allergy and decided to give up all caffeine.","female","Shannon",3,"drinks coffee",31918,"1","preventative"
114,"food","predictive",4,"5 years","Yesterday, Jessica learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Jessica",3,"eats caviar",13256,"14","enabling"
114,"hobby","predictive",5,"2 months","Yesterday, Hillary was in a car accident and became permanently paralyzed from the waist down.","female","Hillary",3,"runs",7887,"0","preventative"
114,"employment","predictive",6,"5 years","Yesterday, Tim grew disillusioned with the political system and wants nothing to do with it anymore.","male","Tim",3,"volunteers for political campaigns",9216,"0","preventative"
114,"employment","predictive",7,"5 years","Yesterday, Robert learned a new technique for breaking into cars.","male","Robert",3,"steals cars",26751,"4","enabling"
114,"employment","predictive",8,"5 years","","female","Angela",3,"steals chewing gum",9616,"2","baseline"
114,"food","predictive",9,"year","","female","Elizabeth",3,"eats peanut butter",13935,"3","baseline"
114,"hobby","predictive",10,"year","","female","Claire",3,"plays the banjo",35929,"3","baseline"
114,"food","predictive",11,"month","Yesterday, Stephen wanted a smoke and bought a pack of cigarettes.","male","Stephen",3,"smokes cigarettes",28087,"12","enabling"
114,"food","predictive",12,"year","","male","Kyle",3,"does cocaine",8521,"4","baseline"
114,"employment","predictive",13,"5 years","","male","Eric",3,"writes novels",44119,"3","baseline"
114,"entertainment","predictive",14,"year","Yesterday, Janet remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Janet",3,"watches professional football",6519,"12","enabling"
114,"entertainment","predictive",15,"2 years","Yesterday, Kristina remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Kristina",3,"watches space launches",48240,"3","enabling"
114,"hobby","predictive",16,"year","","female","Julia",3,"hikes",5121,"3","baseline"
114,"hobby","predictive",17,"year","","female","Monica",3,"plays tennis",8527,"3","baseline"
114,"food","predictive",18,"month","Yesterday, Stephen gave up alcohol and entered into Alcoholics Anonymous.","male","Stephen",3,"drinks beer",6520,"1","preventative"
114,"hobby","predictive",19,"5 years","Yesterday, Cameron turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Cameron",3,"climbs mountains",25375,"0","preventative"
114,"clothing","predictive",20,"month","Yesterday, Jacob got fired from his job on Wall Street and now works in a pizza parlor.","male","Jacob",3,"wears a suit",8743,"4","preventative"
114,"employment","predictive",21,"year","Yesterday, Ted finished an MFA program and quit his other job to focus on writing poems.","male","Ted",3,"writes poems",12888,"30","enabling"
115,"employment","predictive",1,"5 years","Yesterday, Daniel grew disillusioned with the political system and wants nothing to do with it anymore.","male","Daniel",3,"volunteers for political campaigns",15118,"0","preventative"
115,"hobby","predictive",2,"year","Yesterday, Crystal remembered how much fun those times were and bought a lot of new hiking gear.","female","Crystal",3,"hikes",13932,"2","enabling"
115,"food","predictive",3,"month","Yesterday, Brian wanted to get tipsy and bought a six-pack of beer.","male","Brian",3,"drinks beer",13326,"4","enabling"
115,"employment","predictive",4,"year","","male","Greg",3,"writes poems",5568,"0","baseline"
115,"food","predictive",5,"5 years","Yesterday, Derrick learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Derrick",3,"eats caviar",13760,"5","enabling"
115,"employment","predictive",6,"5 years","Yesterday, Rebecca learned a new technique for breaking into cars.","female","Rebecca",3,"steals cars",16321,"5","enabling"
115,"food","predictive",7,"month","Yesterday, Elizabeth developed a caffeine allergy and decided to give up all caffeine.","female","Elizabeth",3,"drinks coffee",13278,"0","preventative"
115,"clothing","predictive",8,"month","Yesterday, Janet got fired from her job on Wall Street and now works in a pizza parlor.","female","Janet",3,"wears a suit",10391,"0","preventative"
115,"employment","predictive",9,"5 years","Yesterday, Tom grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","male","Tom",3,"volunteers for soup kitchens",11334,"0","preventative"
115,"food","predictive",10,"year","","male","Lee",3,"does cocaine",14170,"100","baseline"
115,"food","predictive",11,"year","Yesterday, Anthony learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Anthony",3,"eats peanut butter",16341,"12","enabling"
115,"employment","predictive",12,"5 years","Yesterday, Maya learned a new trick to distract shopkeepers.","female","Maya",3,"steals chewing gum",10052,"5","enabling"
115,"hobby","predictive",13,"year","Yesterday, Doug remembered how much fun that was and bought a new tennis racket.","male","Doug",3,"plays tennis",16371,"6","enabling"
115,"hobby","predictive",14,"year","Yesterday, Kathleen developed crippling arthritis in her hands and no longer can play musical instruments.","female","Kathleen",3,"plays the banjo",15603,"0","preventative"
115,"entertainment","predictive",15,"2 years","","male","Michael",3,"watches space launches",15075,"0","baseline"
115,"employment","predictive",16,"5 years","","male","Josh",3,"writes novels",11800,"3","baseline"
115,"hobby","predictive",17,"5 years","","male","Ted",3,"climbs mountains",8726,"2","baseline"
115,"entertainment","predictive",18,"year","Yesterday, Alicia learned about all the corruption in professional sports and no longer can watch it.","female","Alicia",3,"watches professional football",12787,"0","preventative"
115,"food","predictive",19,"month","","male","William",3,"smokes cigarettes",12149,"5","baseline"
115,"hobby","predictive",20,"2 months","Yesterday, Melinda was in a car accident and became permanently paralyzed from the waist down.","female","Melinda",3,"runs",8572,"0","preventative"
115,"food","predictive",21,"year","","female","Julia",3,"smokes marijuana",7419,"3","baseline"
116,"food","predictive",1,"month","","female","Elizabeth",3,"drinks coffee",17199,"3","baseline"
